surveyID,surveyType,questionID,doctorID,network,dataset,imageName,answer,correctAnswers,correct,certainty
8,control,57,2,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,40,2,laddernet,drive,003522-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,81,2,laddernet,stare,001455-laddernet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,3
8,control,30,2,iternet,drive,002764-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,47,2,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,2,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,2,eswanet,drive,005078-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,67,1,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,1,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,7,1,vgan,drive,000000-vgan-drive.png,none,diabetic_retinopathy,-1,3
8,control,48,1,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,54,1,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
8,control,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,1,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,5
8,control,40,1,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,81,1,laddernet,stare,001455-laddernet-stare.png,none,arteriosclerotic_retinopathy,-1,4
8,control,30,1,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,47,1,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,1,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,1,eswanet,drive,005078-eswanet-drive.png,none,diabetic_retinopathy,-1,4
8,control,67,5,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3
8,control,10,5,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,45,5,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,33,5,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,7,5,vgan,drive,000000-vgan-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,48,5,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,54,5,eswanet,stare,000039-eswanet-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,3
8,control,41,5,vesselunet,drive,003522-vesselunet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,57,5,iternet_uni,stare,000278-iternet_uni-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
8,control,40,5,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,81,5,laddernet,stare,001455-laddernet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3
8,control,30,5,iternet,drive,002764-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,47,5,iternet_uni,drive,005078-iternet_uni-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
8,control,21,5,vesselunet,drive,001614-vesselunet-drive.png,central_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,49,5,eswanet,drive,005078-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,67,2,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,2,eswanet,drive,000613-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,45,2,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,33,2,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,7,2,vgan,drive,000000-vgan-drive.png,not_applicable,diabetic_retinopathy,0,3
8,control,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,54,2,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
8,control,41,2,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,2,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,40,2,laddernet,drive,003522-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,81,2,laddernet,stare,001455-laddernet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,3
8,control,30,2,iternet,drive,002764-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,47,2,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,2,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,2,eswanet,drive,005078-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,67,1,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,1,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,7,1,vgan,drive,000000-vgan-drive.png,none,diabetic_retinopathy,-1,3
8,control,48,1,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,54,1,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
8,control,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,1,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,5
8,control,40,1,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,81,1,laddernet,stare,001455-laddernet-stare.png,none,arteriosclerotic_retinopathy,-1,4
8,control,30,1,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,47,1,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,1,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,1,eswanet,drive,005078-eswanet-drive.png,none,diabetic_retinopathy,-1,4
8,control,67,3,vgan,stare,001041-vgan-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5
8,control,10,3,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
8,control,33,3,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,7,3,vgan,drive,000000-vgan-drive.png,none,diabetic_retinopathy,-1,4
8,control,48,3,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,54,3,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,1
8,control,41,3,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,3,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,5
8,control,40,3,laddernet,drive,003522-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,81,3,laddernet,stare,001455-laddernet-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4
8,control,30,3,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,47,3,iternet_uni,drive,005078-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,21,3,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,3,eswanet,drive,005078-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,67,5,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,3
8,control,10,5,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,45,5,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,33,5,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,7,5,vgan,drive,000000-vgan-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,48,5,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,54,5,eswanet,stare,000039-eswanet-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,3
8,control,41,5,vesselunet,drive,003522-vesselunet-drive.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,57,5,iternet_uni,stare,000278-iternet_uni-stare.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
8,control,40,5,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,81,5,laddernet,stare,001455-laddernet-stare.png,central_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,3
8,control,30,5,iternet,drive,002764-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,47,5,iternet_uni,drive,005078-iternet_uni-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,3
8,control,21,5,vesselunet,drive,001614-vesselunet-drive.png,central_retinal_artery_occlusion,diabetic_retinopathy,-1,3
8,control,49,5,eswanet,drive,005078-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,67,2,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,2,eswanet,drive,000613-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,45,2,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,33,2,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,7,2,vgan,drive,000000-vgan-drive.png,not_applicable,diabetic_retinopathy,0,3
8,control,48,2,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,54,2,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
8,control,41,2,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,2,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,40,2,laddernet,drive,003522-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,81,2,laddernet,stare,001455-laddernet-stare.png,not_applicable,arteriosclerotic_retinopathy,0,3
8,control,30,2,iternet,drive,002764-iternet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,47,2,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,2,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,2,eswanet,drive,005078-eswanet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,67,1,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,1,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,45,1,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,33,1,iternet_uni,drive,002764-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,7,1,vgan,drive,000000-vgan-drive.png,none,diabetic_retinopathy,-1,3
8,control,48,1,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,54,1,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
8,control,41,1,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,1,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,5
8,control,40,1,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,81,1,laddernet,stare,001455-laddernet-stare.png,none,arteriosclerotic_retinopathy,-1,4
8,control,30,1,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,47,1,iternet_uni,drive,005078-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,21,1,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,1,eswanet,drive,005078-eswanet-drive.png,none,diabetic_retinopathy,-1,4
8,control,67,3,vgan,stare,001041-vgan-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,5
8,control,10,3,eswanet,drive,000613-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,45,3,laddernet,drive,005078-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
8,control,33,3,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,7,3,vgan,drive,000000-vgan-drive.png,none,diabetic_retinopathy,-1,4
8,control,48,3,vgan,drive,005078-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,54,3,eswanet,stare,000039-eswanet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,1
8,control,41,3,vesselunet,drive,003522-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,57,3,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,5
8,control,40,3,laddernet,drive,003522-laddernet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,81,3,laddernet,stare,001455-laddernet-stare.png,cilio_retinal_artery_occlusion,arteriosclerotic_retinopathy,-1,4
8,control,30,3,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,47,3,iternet_uni,drive,005078-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,21,3,vesselunet,drive,001614-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
8,control,49,3,eswanet,drive,005078-eswanet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,4
8,control,67,6,vgan,stare,001041-vgan-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
8,control,10,6,eswanet,drive,000613-eswanet-drive.png,none,diabetic_retinopathy,-1,4
8,control,45,6,laddernet,drive,005078-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,33,6,iternet_uni,drive,002764-iternet_uni-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,7,6,vgan,drive,000000-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,48,6,vgan,drive,005078-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,54,6,eswanet,stare,000039-eswanet-stare.png,cilio_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
8,control,41,6,vesselunet,drive,003522-vesselunet-drive.png,none,diabetic_retinopathy,-1,4
8,control,57,6,iternet_uni,stare,000278-iternet_uni-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
8,control,40,6,laddernet,drive,003522-laddernet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,81,6,laddernet,stare,001455-laddernet-stare.png,none,arteriosclerotic_retinopathy,-1,3
8,control,30,6,iternet,drive,002764-iternet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
8,control,47,6,iternet_uni,drive,005078-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
8,control,21,6,vesselunet,drive,001614-vesselunet-drive.png,none,diabetic_retinopathy,-1,4
8,control,49,6,eswanet,drive,005078-eswanet-drive.png,none,diabetic_retinopathy,-1,4
7,control,61,3,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,25,3,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,3,laddernet,stare,000278-laddernet-stare.png,none,diabetic_retinopathy,-1,2
7,control,53,3,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
7,control,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
7,control,37,3,vgan,drive,003522-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4
7,control,60,3,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
7,control,71,3,laddernet,stare,001078-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,13,3,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,68,3,vesselunet,stare,001041-vesselunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,4
7,control,6,3,iternet_uni,drive,000000-iternet_uni-drive.png,none,diabetic_retinopathy,-1,3
7,control,29,3,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,73,3,vesselunet,stare,001078-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,55,3,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
7,control,61,3,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,25,3,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,3,laddernet,stare,000278-laddernet-stare.png,none,diabetic_retinopathy,-1,2
7,control,53,3,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
7,control,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
7,control,37,3,vgan,drive,003522-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4
7,control,60,3,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
7,control,71,3,laddernet,stare,001078-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,13,3,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,68,3,vesselunet,stare,001041-vesselunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,4
7,control,6,3,iternet_uni,drive,000000-iternet_uni-drive.png,none,diabetic_retinopathy,-1,3
7,control,29,3,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,73,3,vesselunet,stare,001078-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,55,3,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
7,control,61,2,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,25,2,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,2,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,53,2,iternet_uni,stare,000039-iternet_uni-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
7,control,26,2,vgan,drive,002670-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
7,control,14,2,saunet,drive,000613-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
7,control,37,2,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,60,2,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
7,control,13,2,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4
7,control,68,2,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
7,control,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,not_applicable,diabetic_retinopathy,0,3
7,control,29,2,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4
7,control,73,2,vesselunet,stare,001078-vesselunet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
7,control,55,2,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
7,control,61,3,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,25,3,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,3,laddernet,stare,000278-laddernet-stare.png,none,diabetic_retinopathy,-1,2
7,control,53,3,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_artery_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",1,4
7,control,26,3,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,14,3,saunet,drive,000613-saunet-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,5
7,control,37,3,vgan,drive,003522-vgan-drive.png,central_retinal_vein_occlusion,diabetic_retinopathy,-1,4
7,control,60,3,vesselunet,stare,000278-vesselunet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,2
7,control,71,3,laddernet,stare,001078-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,13,3,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,68,3,vesselunet,stare,001041-vesselunet-stare.png,diabetic_retinopathy,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",-1,4
7,control,6,3,iternet_uni,drive,000000-iternet_uni-drive.png,none,diabetic_retinopathy,-1,3
7,control,29,3,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,5
7,control,73,3,vesselunet,stare,001078-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,4
7,control,55,3,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
7,control,61,2,eswanet,stare,000278-eswanet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,25,2,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,2,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,53,2,iternet_uni,stare,000039-iternet_uni-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,3
7,control,26,2,vgan,drive,002670-vgan-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
7,control,14,2,saunet,drive,000613-saunet-drive.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
7,control,37,2,vgan,drive,003522-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,60,2,vesselunet,stare,000278-vesselunet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,71,2,laddernet,stare,001078-laddernet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
7,control,13,2,vesselunet,drive,000613-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4
7,control,68,2,vesselunet,stare,001041-vesselunet-stare.png,central_retinal_vein_occlusion,"central_retinal_artery_occlusion,central_retinal_vein_occlusion",1,4
7,control,6,2,iternet_uni,drive,000000-iternet_uni-drive.png,not_applicable,diabetic_retinopathy,0,3
7,control,29,2,vesselunet,drive,002764-vesselunet-drive.png,not_applicable,diabetic_retinopathy,0,4
7,control,73,2,vesselunet,stare,001078-vesselunet-stare.png,cilio_retinal_artery_occlusion,diabetic_retinopathy,-1,3
7,control,55,2,saunet,stare,000039-saunet-stare.png,not_applicable,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",0,4
7,control,61,5,eswanet,stare,000278-eswanet-stare.png,arteriosclerotic_retinopathy,diabetic_retinopathy,-1,3
7,control,25,5,iternet_uni,drive,002670-iternet_uni-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,58,5,laddernet,stare,000278-laddernet-stare.png,diabetic_retinopathy,diabetic_retinopathy,1,3
7,control,53,5,iternet_uni,stare,000039-iternet_uni-stare.png,central_retinal_vein_occlusion,"cilio_retinal_artery_occlusion,central_retinal_artery_occlusion",-1,3
7,control,26,5,vgan,drive,002670-vgan-drive.png,diabetic_retinopathy,diabetic_retinopathy,1,3
